OBJECTID,GIS_ID,StreetName,StreetClassification,VolumeCount,TruckRoute,LastEditDate,ShapeSTLength
13001,499,Wonderland Rd S,Rural Thoroughfare,12000,24 hrs,2023/10/04 18:08:46+00,15.9331795301503
13002,500,Wonderland Rd S,Rural Thoroughfare,12000,24 hrs,2023/10/04 18:08:46+00,227.812717542309
13003,501,Wonderland Rd S,Rural Thoroughfare,12000,24 hrs,2023/10/04 18:08:46+00,1445.01353779481
13004,502,Gore Rd,Civic Boulevard,12000,7am to 6pm,2023/10/04 18:08:46+00,1233.43051926199
13005,503,Hamilton Rd,Civic Boulevard,12000,7am to 6pm,2023/10/04 18:08:46+00,543.609177483
13006,504,Trafalgar St,Civic Boulevard,12000,7am to 6pm,2023/10/04 18:08:46+00,301.726467889932
13007,505,Byron Baseline Rd,Civic Boulevard,12000,None,2023/10/04 18:08:46+00,66.180885491896
13008,506,Byron Baseline Rd,Civic Boulevard,12000,None,2023/10/04 18:08:46+00,363.829963772562
13009,507,Cheapside St,Neighbourhood Connector,12000,None,2023/10/04 18:08:46+00,255.372257778943
13010,508,Colborne St,Neighbourhood Connector,12000,None,2023/10/04 18:08:46+00,164.144691746916
13011,509,Commissioners Rd E - Ramp,Ramps,12000,None,2023/10/04 18:08:46+00,429.273506499208
13012,510,Gainsborough Rd,Civic Boulevard,12000,None,2023/10/04 18:08:46+00,554.183165421749
13013,511,Huron St,Civic Boulevard,12000,None,2023/10/04 18:08:46+00,433.937449754825
13014,512,Huron St,Civic Boulevard,12000,None,2023/10/04 18:08:46+00,58.0000424994672
13015,513,Hyde Park Rd,Civic Boulevard,12000,None,2023/10/04 18:08:46+00,461.862918750657
13016,514,Hyde Park Rd,Civic Boulevard,12000,None,2023/10/04 18:08:46+00,93.9203399900702
13017,515,Pond Mills Rd,Civic Boulevard,12000,None,2023/10/04 18:08:46+00,520.237467989023
13018,516,Pond Mills Rd,Civic Boulevard,12000,None,2023/10/04 18:08:46+00,377.335852648719
13019,517,Pond Mills Rd,Civic Boulevard,12000,None,2023/10/04 18:08:46+00,851.980848777529
13020,518,Quebec St,Civic Boulevard,12000,None,2023/10/04 18:08:46+00,144.207237843216
13021,519,Quebec St,Neighbourhood Connector,12000,None,2023/10/04 18:08:46+00,114.672697060357
13022,520,Ridout St S,Neighbourhood Connector,12000,None,2023/10/04 18:08:46+00,164.365381530358
13023,521,Ridout St S,Neighbourhood Connector,12000,None,2023/10/04 18:08:46+00,65.0241917213125
13024,522,Ridout St S,Neighbourhood Connector,12000,None,2023/10/04 18:08:46+00,135.055185027048
13025,523,Southdale Rd E,Civic Boulevard,12000,None,2023/10/04 18:08:46+00,97.6906659732031
13026,524,Talbot St,Neighbourhood Connector,12000,None,2023/10/04 18:08:46+00,190.833522747514
13027,525,Talbot St,Neighbourhood Connector,12000,None,2023/10/04 18:08:46+00,122.546692386045
13028,526,Thompson Rd,Neighbourhood Connector,12000,None,2023/10/04 18:08:46+00,200.910580329263
13029,527,Thompson Rd,Neighbourhood Connector,12000,None,2023/10/04 18:08:46+00,522.87214796931
13030,528,Wavell St,Neighbourhood Connector,12000,None,2023/10/04 18:08:46+00,663.460424776703
13031,529,Windermere Rd,Civic Boulevard,12000,None,2023/10/04 18:08:46+00,651.709558286715
13032,530,Cheapside St,Neighbourhood Connector,12500,None,2023/10/04 18:08:46+00,306.012320426637
13033,531,Cheapside St,Neighbourhood Connector,12500,None,2023/10/04 18:08:46+00,460.638487593436
13034,532,Colborne St,Neighbourhood Connector,12500,None,2023/10/04 18:08:46+00,156.616109513971
13035,533,Egerton St,Neighbourhood Connector,12500,None,2023/10/04 18:08:46+00,256.895230220478
13036,534,Ridout St S,Neighbourhood Connector,12500,None,2023/10/04 18:08:46+00,184.460415596148
13037,535,Talbot St,Neighbourhood Connector,12500,None,2023/10/04 18:08:46+00,142.091194657692
13038,536,Upper Queen St,Neighbourhood Connector,12500,None,2023/10/04 18:08:46+00,522.529566596223
13039,537,Adelaide St N,Civic Boulevard,13000,24 hrs,2023/10/04 18:08:46+00,325.653731706317
13040,538,Colonel Talbot Rd,Civic Boulevard,13000,24 hrs,2023/10/04 18:08:46+00,493.701335934601
13041,539,Colonel Talbot Rd,Main Street,13000,24 hrs,2023/10/04 18:08:46+00,152.065425531644
13042,540,Colonel Talbot Rd,Rural Thoroughfare,13000,24 hrs,2023/10/04 18:08:46+00,602.572894404954
13043,541,Colonel Talbot Rd,Rural Thoroughfare,13000,24 hrs,2023/10/04 18:08:46+00,181.190187589795
13044,542,Colonel Talbot Rd,Rural Thoroughfare,13000,24 hrs,2023/10/04 18:08:46+00,137.987244060674
13045,543,Commissioners Rd E,Civic Boulevard,13000,24 hrs,2023/10/04 18:08:46+00,399.232921542863
13046,544,Florence St,Civic Boulevard,13000,24 hrs,2023/10/04 18:08:46+00,425.553930624542
13047,545,Hamilton Rd,Civic Boulevard,13000,24 hrs,2023/10/04 18:08:46+00,854.207008011133
13048,546,Hyde Park Rd,Civic Boulevard,13000,24 hrs,2023/10/04 18:08:46+00,976.118130198312
13049,547,Richmond St,Urban Thoroughfare,13000,24 hrs,2023/10/04 18:08:46+00,256.064082542261
13050,548,Richmond St,Urban Thoroughfare,13000,24 hrs,2023/10/04 18:08:46+00,458.80761951416
13051,549,Roxburgh Rd,Civic Boulevard,13000,24 hrs,2023/10/04 18:08:46+00,136.510587477492
13052,550,Sunningdale Rd E,Civic Boulevard,13000,24 hrs,2023/10/04 18:08:46+00,226.803403770314
13053,551,Sunningdale Rd W,Civic Boulevard,13000,24 hrs,2023/10/04 18:08:46+00,290.188237307231
13054,552,Wellington Rd S,Rural Thoroughfare,13000,24 hrs,2023/10/04 18:08:46+00,1340.92815411174
13055,553,Wharncliffe Rd S,Civic Boulevard,13000,24 hrs,2023/10/04 18:08:46+00,761.957360250723
13056,554,White Oak Rd,Civic Boulevard,13000,24 hrs,2023/10/04 18:08:46+00,945.320205740227
13057,555,Wonderland Rd N,Urban Thoroughfare,13000,24 hrs,2023/10/04 18:08:46+00,394.196991182712
13058,556,Wellington St,Civic Boulevard,13000,7am to 6pm,2023/10/04 18:08:46+00,404.804265114647
13059,557,Boler Rd,Civic Boulevard,13000,None,2023/10/04 18:08:46+00,558.960445145247
13060,558,Boler Rd,Civic Boulevard,13000,None,2023/10/04 18:08:46+00,3.21875311417325
13061,559,Cheapside St,Neighbourhood Connector,13000,None,2023/10/04 18:08:46+00,118.960497253408
13062,560,Cheapside St,Neighbourhood Connector,13000,None,2023/10/04 18:08:46+00,336.482473060639
13063,561,Colborne St,Neighbourhood Connector,13000,None,2023/10/04 18:08:46+00,146.19636659442
13064,562,Colborne St,Neighbourhood Connector,13000,None,2023/10/04 18:08:46+00,146.690176920781
13065,563,Dundas St,Main Street,13000,None,2023/10/04 18:08:46+00,222.000091322729
13066,564,Egerton St,Neighbourhood Connector,13000,None,2023/10/04 18:08:46+00,366.745602263514
13067,565,Gainsborough Rd,Civic Boulevard,13000,None,2023/10/04 18:08:46+00,558.349211474701
13068,566,Gainsborough Rd,Civic Boulevard,13000,None,2023/10/04 18:08:46+00,206.542364524191
13069,567,Gainsborough Rd,Civic Boulevard,13000,None,2023/10/04 18:08:46+00,264.250326001559
13070,568,Huron St,Civic Boulevard,13000,None,2023/10/04 18:08:46+00,314.000136632104
13071,569,Huron St,Civic Boulevard,13000,None,2023/10/04 18:08:46+00,85.9998889992888
13072,570,Huron St,Civic Boulevard,13000,None,2023/10/04 18:08:46+00,635.999213739605
13073,571,Huron St,Civic Boulevard,13000,None,2023/10/04 18:08:46+00,306.320808157151
13074,572,Huron St,Civic Boulevard,13000,None,2023/10/04 18:08:46+00,56.1667445603237
13075,573,Pond Mills Rd,Civic Boulevard,13000,None,2023/10/04 18:08:46+00,135.364341309889
13076,574,Quebec St,Neighbourhood Connector,13000,None,2023/10/04 18:08:46+00,270.632510056127
13077,575,Queens Ave,Rapid Transit Boulevard,13000,None,2023/10/04 18:08:46+00,200.338269044134
13078,576,Talbot St,Neighbourhood Connector,13000,None,2023/10/04 18:08:46+00,141.288502388419
13079,577,Talbot St,Neighbourhood Connector,13000,None,2023/10/04 18:08:46+00,110.449040607015
13080,578,Upper Queen St,Neighbourhood Connector,13000,None,2023/10/04 18:08:46+00,107.792568873855
13081,579,Upper Queen St,Neighbourhood Connector,13000,None,2023/10/04 18:08:46+00,581.170727545292
13082,580,Windermere Rd,Civic Boulevard,13000,None,2023/10/04 18:08:46+00,128.569371995315
13083,581,Windermere Rd,Civic Boulevard,13000,None,2023/10/04 18:08:46+00,520.772281164354
13084,582,Base Line Rd E,Neighbourhood Connector,13500,None,2023/10/04 18:08:46+00,118.247219714317
13085,583,Egerton St,Neighbourhood Connector,13500,None,2023/10/04 18:08:46+00,515.407835861134
13086,584,Egerton St,Neighbourhood Connector,13500,None,2023/10/04 18:08:46+00,19.1517647881338
13087,585,Ridout St N - Ramp,Ramps,13500,None,2023/10/04 18:08:46+00,36.0717211237087
13088,586,Thompson Rd,Neighbourhood Connector,13500,None,2023/10/04 18:08:46+00,96.26718012795
13089,587,Bradley Ave,Urban Thoroughfare,14000,24 hrs,2023/10/04 18:08:46+00,547.243783412686
13090,588,Colonel Talbot Rd,Civic Boulevard,14000,24 hrs,2023/10/04 18:08:46+00,791.038359760651
13091,589,Colonel Talbot Rd,Main Street,14000,24 hrs,2023/10/04 18:08:46+00,566.239218314565
13092,590,Colonel Talbot Rd,Provincial Highway,14000,24 hrs,2023/10/04 18:08:46+00,68.1179425073532
13093,591,Commissioners Rd E,Civic Boulevard,14000,24 hrs,2023/10/04 18:08:46+00,701.420303941843
13094,592,Commissioners Rd E,Civic Boulevard,14000,24 hrs,2023/10/04 18:08:46+00,318.593384898965
13095,593,Commissioners Rd E,Civic Boulevard,14000,24 hrs,2023/10/04 18:08:46+00,444.85316861965
13096,594,Commissioners Rd W,Civic Boulevard,14000,24 hrs,2023/10/04 18:08:46+00,452.14648411067
13097,595,Florence St,Civic Boulevard,14000,24 hrs,2023/10/04 18:08:46+00,466.509276930549
13098,596,Highbury Ave N,Urban Thoroughfare,14000,24 hrs,2023/10/04 18:08:46+00,1007.15475722279
13099,597,Main St,Main Street,14000,24 hrs,2023/10/04 18:08:46+00,734.578762551515
13100,598,Oxford St E,Urban Thoroughfare,14000,24 hrs,2023/10/04 18:08:46+00,381.175032428261
13101,599,Richmond St,Civic Boulevard,14000,24 hrs,2023/10/04 18:08:46+00,181.192607535817
13102,600,Sunningdale Rd E,Civic Boulevard,14000,24 hrs,2023/10/04 18:08:46+00,829.864962249216
13103,601,Sunningdale Rd E,Civic Boulevard,14000,24 hrs,2023/10/04 18:08:46+00,435.645104857442
13104,602,Sunningdale Rd E,Civic Boulevard,14000,24 hrs,2023/10/04 18:08:46+00,414.627551364221
13105,603,Sunningdale Rd E,Civic Boulevard,14000,24 hrs,2023/10/04 18:08:46+00,663.323698650063
13106,604,Sunningdale Rd W,Civic Boulevard,14000,24 hrs,2023/10/04 18:08:46+00,349.838060302535
13107,605,Wellington Rd S,Rural Thoroughfare,14000,24 hrs,2023/10/04 18:08:46+00,1395.09195571322
13108,606,Gore Rd,Civic Boulevard,14000,7am to 6pm,2023/10/04 18:08:46+00,273.540105760853
13109,607,Sanatorium Rd,Civic Boulevard,14000,7am to 6pm,2023/10/04 18:08:46+00,280.857752662892
13110,608,Springbank Dr,Civic Boulevard,14000,7am to 6pm,2023/10/04 18:08:46+00,685.71584752653
13111,609,Trafalgar St,Civic Boulevard,14000,7am to 6pm,2023/10/04 18:08:46+00,410.624151687691
13112,610,Trafalgar St,Civic Boulevard,14000,7am to 6pm,2023/10/04 18:08:46+00,945.94741503741
13113,611,Boler Rd,Civic Boulevard,14000,None,2023/10/04 18:08:46+00,367.874415451624
13114,612,Boler Rd,Civic Boulevard,14000,None,2023/10/04 18:08:46+00,495.827188370791
13115,613,Boler Rd,Civic Boulevard,14000,None,2023/10/04 18:08:46+00,1011.26610003596
13116,614,Boler Rd,Main Street,14000,None,2023/10/04 18:08:46+00,154.788949792612
13117,615,Colonel Talbot Rd,Provincial Highway,14000,None,2023/10/04 18:08:46+00,465.694259849664
13118,616,Huron St,Civic Boulevard,14000,None,2023/10/04 18:08:46+00,392.004095104831
13119,617,Huron St,Civic Boulevard,14000,None,2023/10/04 18:08:46+00,228.249738631813
13120,618,Hyde Park Rd,Civic Boulevard,14000,None,2023/10/04 18:08:46+00,895.222651713158
13121,619,Riverside Dr,Civic Boulevard,14000,None,2023/10/04 18:08:46+00,841.887230407958
13122,620,Sarnia Rd,Civic Boulevard,14000,None,2023/10/04 18:08:46+00,797.091035835405
13123,621,Sarnia Rd,Civic Boulevard,14000,None,2023/10/04 18:08:46+00,866.38864844549
13124,622,Southdale Rd E,Civic Boulevard,14000,None,2023/10/04 18:08:46+00,613.957980030882
13125,623,Talbot St,Neighbourhood Connector,14000,None,2023/10/04 18:08:46+00,61.5722336414719
13126,624,Talbot St,Neighbourhood Connector,14000,None,2023/10/04 18:08:46+00,117.032581323041
13127,625,Thompson Rd,Neighbourhood Connector,14000,None,2023/10/04 18:08:46+00,384.83792997297
13128,626,Upper Queen St,Neighbourhood Connector,14000,None,2023/10/04 18:08:46+00,74.4274994743902
13129,627,Windermere Rd,Civic Boulevard,14000,None,2023/10/04 18:08:46+00,279.777440293657
13130,628,Beaverbrook Ave,Neighbourhood Connector,14500,24 hrs,2023/10/04 18:08:46+00,245.499310319235
13131,629,Base Line Rd E,Neighbourhood Connector,14500,None,2023/10/04 18:08:46+00,119.794926590445
13132,630,Beaverbrook Ave,Neighbourhood Connector,14500,None,2023/10/04 18:08:46+00,212.356143124728
13133,631,Colborne St,Neighbourhood Connector,14500,None,2023/10/04 18:08:46+00,143.09740294027
13134,632,Talbot St,Neighbourhood Connector,14500,None,2023/10/04 18:08:46+00,137.98182127371
13135,633,Adelaide St N,Civic Boulevard,15000,24 hrs,2023/10/04 18:08:46+00,697.711319334128
13136,634,Bradley Ave,Urban Thoroughfare,15000,24 hrs,2023/10/04 18:08:46+00,620.425140330845
13137,635,Clarke Rd,Urban Thoroughfare,15000,24 hrs,2023/10/04 18:08:46+00,501.128658646647
13138,636,Colonel Talbot Rd,Main Street,15000,24 hrs,2023/10/04 18:08:46+00,538.632329504981
13139,637,Commissioners Rd E,Civic Boulevard,15000,24 hrs,2023/10/04 18:08:46+00,1383.95018712
13140,638,Commissioners Rd E,Civic Boulevard,15000,24 hrs,2023/10/04 18:08:46+00,540.457401232002
13141,639,Commissioners Rd W,Civic Boulevard,15000,24 hrs,2023/10/04 18:08:46+00,469.295063770241
13142,640,Commissioners Rd W,Civic Boulevard,15000,24 hrs,2023/10/04 18:08:46+00,683.256645415391
13143,641,Commissioners Rd W,Civic Boulevard,15000,24 hrs,2023/10/04 18:08:46+00,78.7689658819615
13144,642,Commissioners Rd W,Civic Boulevard,15000,24 hrs,2023/10/04 18:08:46+00,453.753465964954
13145,643,Commissioners Rd W,Main Street,15000,24 hrs,2023/10/04 18:08:46+00,208.931451389325
13146,644,Fanshawe Park Rd W,Rural Thoroughfare,15000,24 hrs,2023/10/04 18:08:46+00,1168.95950718075
13147,645,Fanshawe Park Rd W,Urban Thoroughfare,15000,24 hrs,2023/10/04 18:08:46+00,666.534759271744
13148,646,Harry White Dr,Rural Connector,15000,24 hrs,2023/10/04 18:08:46+00,1819.82917422753
13149,647,Highbury Ave N,Urban Thoroughfare,15000,24 hrs,2023/10/04 18:08:46+00,385.057172259231
13150,648,Highbury Ave S,Civic Boulevard,15000,24 hrs,2023/10/04 18:08:46+00,741.095465675132
13151,649,Highbury Ave S,Rural Thoroughfare,15000,24 hrs,2023/10/04 18:08:46+00,645.0466892071
13152,650,Highbury Ave S,Rural Thoroughfare,15000,24 hrs,2023/10/04 18:08:46+00,1082.20609516991
13153,651,Highbury Ave S,Rural Thoroughfare,15000,24 hrs,2023/10/04 18:08:46+00,1296.86634946076
13154,652,Highbury Ave S,Rural Thoroughfare,15000,24 hrs,2023/10/04 18:08:46+00,1333.86251813809
13155,653,Highbury Ave S,Rural Thoroughfare,15000,24 hrs,2023/10/04 18:08:46+00,1408.05524546731
13156,654,Highbury Ave S,Rural Thoroughfare,15000,24 hrs,2023/10/04 18:08:46+00,1365.00893004993
13157,655,Richmond St,Civic Boulevard,15000,24 hrs,2023/10/04 18:08:46+00,214.869461430449
13158,656,Southdale Rd W,Civic Boulevard,15000,24 hrs,2023/10/04 18:08:46+00,476.350296136621
13159,657,Stanley St,Civic Boulevard,15000,24 hrs,2023/10/04 18:08:46+00,36.0672731474116
13160,658,Sunningdale Rd E,Civic Boulevard,15000,24 hrs,2023/10/04 18:08:46+00,542.127743420463
13161,659,Wharncliffe Rd S,Civic Boulevard,15000,24 hrs,2023/10/04 18:08:46+00,1241.86864554955
13162,660,Wharncliffe Rd S,Civic Boulevard,15000,24 hrs,2023/10/04 18:08:46+00,529.560023533381
13163,661,York St,Civic Boulevard,15000,24 hrs,2023/10/04 18:08:46+00,121.644634404192
13164,662,Boler Rd,Civic Boulevard,15000,7am to 6pm,2023/10/04 18:08:46+00,301.477307410311
13165,663,Hamilton Rd,Civic Boulevard,15000,7am to 6pm,2023/10/04 18:08:46+00,851.916754672805
13166,664,Sanatorium Rd,Civic Boulevard,15000,7am to 6pm,2023/10/04 18:08:46+00,287.87033828438
13167,665,Sanatorium Rd,Civic Boulevard,15000,7am to 6pm,2023/10/04 18:08:46+00,336.142535179928
13168,666,Springbank Dr,Civic Boulevard,15000,7am to 6pm,2023/10/04 18:08:46+00,369.93919894011
13169,667,Springbank Dr,Civic Boulevard,15000,7am to 6pm,2023/10/04 18:08:46+00,1088.53235617754
13170,668,Cheapside St,Neighbourhood Connector,15000,None,2023/10/04 18:08:46+00,102.418997854705
13171,669,Commissioners Rd W - Ramp,Ramps,15000,None,2023/10/04 18:08:46+00,108.194882553706
13172,670,Huron St,Civic Boulevard,15000,None,2023/10/04 18:08:46+00,474.001177829022
13173,671,Queens Ave,Rapid Transit Boulevard,15000,None,2023/10/04 18:08:46+00,79.0756146554676
13174,672,Southdale Rd E,Civic Boulevard,15000,None,2023/10/04 18:08:46+00,284.249670619141
13175,673,Southdale Rd E,Civic Boulevard,15000,None,2023/10/04 18:08:46+00,298.609222043887
13176,674,Windermere Rd,Civic Boulevard,15000,None,2023/10/04 18:08:46+00,872.794473263474
13177,675,Commissioners Rd W,Civic Boulevard,16000,24 hrs,2023/10/04 18:08:46+00,339.315558557193
13178,676,Commissioners Rd W,Civic Boulevard,16000,24 hrs,2023/10/04 18:08:46+00,221.09179387372
13179,677,Florence St,Civic Boulevard,16000,24 hrs,2023/10/04 18:08:46+00,363.643748831733
13180,678,Florence St,Civic Boulevard,16000,24 hrs,2023/10/04 18:08:46+00,277.607245337742
13181,679,Oxford St W,Rural Thoroughfare,16000,24 hrs,2023/10/04 18:08:46+00,924.246091629867
13182,680,Oxford St W,Rural Thoroughfare,16000,24 hrs,2023/10/04 18:08:46+00,667.610238499851
13183,681,Oxford St W,Urban Thoroughfare,16000,24 hrs,2023/10/04 18:08:46+00,70.2914526347955
13184,682,Richmond St,Civic Boulevard,16000,24 hrs,2023/10/04 18:08:46+00,75.396547313322
13185,683,Richmond St,Civic Boulevard,16000,24 hrs,2023/10/04 18:08:46+00,133.301343218396
13186,684,Veterans Memorial Pky,Expressway,16000,24 hrs,2023/10/04 18:08:46+00,244.073754792807
13187,685,Veterans Memorial Pky,Expressway,16000,24 hrs,2023/10/04 18:08:46+00,1831.46218361504
13188,686,Wellington Rd S,Rural Thoroughfare,16000,24 hrs,2023/10/04 18:08:46+00,678.510465794243
13189,687,Wellington Rd S,Urban Thoroughfare,16000,24 hrs,2023/10/04 18:08:46+00,680.66378013038
13190,688,Wharncliffe Rd S,Civic Boulevard,16000,24 hrs,2023/10/04 18:08:46+00,884.528187149601
13191,689,Wharncliffe Rd S,Civic Boulevard,16000,24 hrs,2023/10/04 18:08:46+00,417.692332149112
13192,690,York St,Civic Boulevard,16000,24 hrs,2023/10/04 18:08:46+00,185.484750718971
13193,691,Trafalgar St,Civic Boulevard,16000,7am to 6pm,2023/10/04 18:08:46+00,519.288228864604
13194,692,Trafalgar St,Civic Boulevard,16000,7am to 6pm,2023/10/04 18:08:46+00,454.152473365442
13195,693,Trafalgar St,Civic Boulevard,16000,7am to 6pm,2023/10/04 18:08:46+00,498.443987556121
13196,694,Trafalgar St,Civic Boulevard,16000,7am to 6pm,2023/10/04 18:08:46+00,565.902652113628
13197,695,Trafalgar St,Civic Boulevard,16000,7am to 6pm,2023/10/04 18:08:46+00,182.325284724774
13198,696,Colborne St,Neighbourhood Connector,16000,None,2023/10/04 18:08:46+00,147.689863494353
13199,697,Dundas St,Civic Boulevard,16000,None,2023/10/04 18:08:46+00,128.230620637262
13200,698,Dundas St,Civic Boulevard,16000,None,2023/10/04 18:08:46+00,34.2350468759796
13201,699,Dundas St,Rapid Transit Boulevard,16000,None,2023/10/04 18:08:46+00,282.000177977337
13202,700,Huron St,Civic Boulevard,16000,None,2023/10/04 18:08:46+00,474.767504454675
13203,701,Queens Ave,Rapid Transit Boulevard,16000,None,2023/10/04 18:08:46+00,448.880390336819
13204,702,Riverside Dr,Civic Boulevard,16000,None,2023/10/04 18:08:46+00,314.268872919298
13205,703,Southdale Rd E,Civic Boulevard,16000,None,2023/10/04 18:08:46+00,237.678062860248
13206,704,Western Rd,Rapid Transit Boulevard,16000,None,2023/10/04 18:08:46+00,214.645624700683
13207,705,Bradley Ave,Urban Thoroughfare,17000,24 hrs,2023/10/04 18:08:46+00,573.577657255335
13208,706,Exeter Rd,Rapid Transit Boulevard,17000,24 hrs,2023/10/04 18:08:46+00,352.75645958474
13209,707,Florence St,Civic Boulevard,17000,24 hrs,2023/10/04 18:08:46+00,352.60661136485
13210,708,Oxford St E,Urban Thoroughfare,17000,24 hrs,2023/10/04 18:08:46+00,921.371977476846
13211,709,Southdale Rd W,Civic Boulevard,17000,24 hrs,2023/10/04 18:08:46+00,790.306373871948
13212,710,York St,Civic Boulevard,17000,24 hrs,2023/10/04 18:08:46+00,244.367295521366
13213,711,Colonel Talbot Rd,Civic Boulevard,17000,7am to 6pm,2023/10/04 18:08:46+00,424.395785357815
13214,712,Colonel Talbot Rd,Civic Boulevard,17000,7am to 6pm,2023/10/04 18:08:46+00,812.346359401948
13215,713,Wellington St,Civic Boulevard,17000,7am to 6pm,2023/10/04 18:08:46+00,159.566747807587
13216,714,Base Line Rd E,Neighbourhood Connector,17000,None,2023/10/04 18:08:46+00,269.677151173361
13217,715,Riverside Dr,Civic Boulevard,17000,None,2023/10/04 18:08:46+00,1399.38474266661
13218,716,Riverside Dr,Civic Boulevard,17000,None,2023/10/04 18:08:46+00,316.440452806428
13219,717,Riverside Dr,Civic Boulevard,17000,None,2023/10/04 18:08:46+00,593.433564357116
13220,718,Sarnia Rd,Civic Boulevard,17000,None,2023/10/04 18:08:46+00,543.452628114538
13221,719,Bradley Ave,Urban Thoroughfare,18000,24 hrs,2023/10/04 18:08:46+00,665.162125097914
13222,720,Bradley Ave,Urban Thoroughfare,18000,24 hrs,2023/10/04 18:08:46+00,107.111681875016
13223,721,Clarke Rd,Expressway,18000,24 hrs,2023/10/04 18:08:46+00,1176.57786835148
13224,722,Clarke Rd,Urban Thoroughfare,18000,24 hrs,2023/10/04 18:08:46+00,1391.85547451379
13225,723,Dundas St,Civic Boulevard,18000,24 hrs,2023/10/04 18:08:46+00,13.1222409903949
13226,724,Dundas St,Civic Boulevard,18000,24 hrs,2023/10/04 18:08:46+00,622.55226559299
13227,725,Dundas St,Civic Boulevard,18000,24 hrs,2023/10/04 18:08:46+00,1666.99444091941
13228,726,Dundas St,Rapid Transit Boulevard,18000,24 hrs,2023/10/04 18:08:46+00,466.397976664015
13229,727,Dundas St,Rural Thoroughfare,18000,24 hrs,2023/10/04 18:08:46+00,164.863852610207
13230,728,Exeter Rd,Civic Boulevard,18000,24 hrs,2023/10/04 18:08:46+00,514.493270401248
13231,729,Oxford St W,Urban Thoroughfare,20000,24 hrs,2023/10/04 18:08:46+00,333.389812084467
13232,730,Richmond St,Urban Thoroughfare,18000,24 hrs,2023/10/04 18:08:46+00,511.592005768435
13233,731,Southdale Rd W,Civic Boulevard,18000,24 hrs,2023/10/04 18:08:46+00,233.500440183418
13234,732,White Oak Rd,Civic Boulevard,18000,24 hrs,2023/10/04 18:08:46+00,733.014296355437
13235,733,York St,Civic Boulevard,18000,24 hrs,2023/10/04 18:08:46+00,186.700336892385
13236,734,York St,Civic Boulevard,18000,24 hrs,2023/10/04 18:08:46+00,188.304134814533
13237,735,York St,Civic Boulevard,18000,24 hrs,2023/10/04 18:08:46+00,197.931731749024
13238,736,York St,Civic Boulevard,18000,24 hrs,2023/10/04 18:08:46+00,242.052715338558
13239,737,Hamilton Rd,Civic Boulevard,18000,7am to 6pm,2023/10/04 18:08:46+00,551.844141272788
13240,738,Hamilton Rd,Civic Boulevard,18000,7am to 6pm,2023/10/04 18:08:46+00,133.55132491242
13241,739,Hamilton Rd,Main Street,18000,7am to 6pm,2023/10/04 18:08:46+00,226.861400985271
13242,740,Trafalgar St,Civic Boulevard,18000,7am to 6pm,2023/10/04 18:08:46+00,207.66600484634
13243,741,Huron St,Civic Boulevard,18000,None,2023/10/04 18:08:46+00,465.999906861536
13244,742,Queens Ave,Rapid Transit Boulevard,18000,None,2023/10/04 18:08:46+00,117.967819626934
13245,743,Riverside Dr,Civic Boulevard,18000,None,2023/10/04 18:08:46+00,1109.5691399244
13246,744,Riverside Dr,Civic Boulevard,18000,None,2023/10/04 18:08:46+00,41.6090916229855
13247,745,Southdale Rd E,Civic Boulevard,18000,None,2023/10/04 18:08:46+00,548.868970805823
13248,746,Western Rd,Rapid Transit Boulevard,18000,None,2023/10/04 18:08:46+00,392.908330155282
13249,747,Bradley Ave,Urban Thoroughfare,19000,24 hrs,2023/10/04 18:08:46+00,874.586789598614
13250,748,Clarke Rd,Urban Thoroughfare,19000,24 hrs,2023/10/04 18:08:46+00,691.55636748513
13251,749,Clarke Rd,Urban Thoroughfare,19000,24 hrs,2023/10/04 18:08:46+00,791.325597035263
13252,750,Commissioners Rd W,Civic Boulevard,19000,24 hrs,2023/10/04 18:08:46+00,370.769000459364
13253,751,Commissioners Rd W,Civic Boulevard,19000,24 hrs,2023/10/04 18:08:46+00,315.578086342034
13254,752,Commissioners Rd W,Main Street,19000,24 hrs,2023/10/04 18:08:46+00,255.408613016442
13255,753,Exeter Rd,Civic Boulevard,19000,24 hrs,2023/10/04 18:08:46+00,834.079124243402
13256,754,Richmond St,Urban Thoroughfare,19000,24 hrs,2023/10/04 18:08:46+00,200.24220312371
13257,755,White Oak Rd,Civic Boulevard,19000,24 hrs,2023/10/04 18:08:46+00,354.412405912561
13258,756,Wonderland Rd N,Urban Thoroughfare,19000,24 hrs,2023/10/04 18:08:46+00,441.134213801652
13259,757,Hamilton Rd,Civic Boulevard,19000,7am to 6pm,2023/10/04 18:08:46+00,407.763214175933
13260,758,Hamilton Rd,Main Street,19000,7am to 6pm,2023/10/04 18:08:46+00,174.303229725212
13261,759,Horton St E,Main Street,19000,7am to 6pm,2023/10/04 18:08:46+00,248.340270204516
13262,760,Horton St E,Main Street,19000,7am to 6pm,2023/10/04 18:08:46+00,50.0682623647953
13263,761,Boler Rd,Main Street,19000,None,2023/10/04 18:08:46+00,85.9645492052335
13264,762,Huron St,Civic Boulevard,19000,None,2023/10/04 18:08:46+00,145.99989962
13265,763,Huron St,Civic Boulevard,19000,None,2023/10/04 18:08:46+00,43.9998677493467
13266,764,Huron St,Civic Boulevard,19000,None,2023/10/04 18:08:46+00,349.340152998249
